cellule ;charge_CCE;charge_PRB;CQI;débit;NBR_UE;Trafic ;congested ;rsrp;sinr;bler_dl;ho_success_rate;ue_speed;call_drop_rate_pct;status
20490;5,918936209;10,33333333;12,14744168;26,89305496;1,080512356;1,3500278;0;-93,65;1,91;11,31;73,06;88,4;1,67;BAD_HANDOVER
20491;6,740516034;6;13,26166494;26,9234314;0,939457021;0,484221458;0;-98,98;-0,91;15;70;22,7;2,07;BAD_HANDOVER
20492;5,310517386;5,833333333;11,82414619;26,93403053;0,983075791;0,377485752;0;-91,34;2,1;10,4;76,47;31,1;1,47;BAD_HANDOVER
20493;4,240102809;5,166666667;12,229426;26,95692444;0,929901343;0,040284634;0;-88,31;3,33;10,06;75,46;60,3;1,28;BAD_HANDOVER
20494;11,93936848;27,19512195;11,32040516;26,96110916;1,204850889;3,227799654;0;-95,77;0,44;15;70;11,2;1,95;BAD_HANDOVER
20495;3,395142775;17,16666667;13,00654691;26,96600533;1,067882559;2,219049573;0;-94,08;1,93;10,2;77,83;98,4;1,39;BAD_HANDOVER
20496;8,32544675;15,22222222;11,83477066;26,98979187;1,167041852;2,368578315;0;-87,81;3,47;9,36;74,96;74,3;1,3;BAD_HANDOVER
20497;3,253932935;5,833333333;12,82719887;26,9997673;1,015271057;0,347083449;0;-95,74;-1,19;15;70;17;2,08;BAD_HANDOVER
20498;14,51649661;42,16666667;11,44275119;27,01052475;1,114264429;5,716655612;0;-96,06;1,52;12,05;71,14;4,8;1,79;BAD_HANDOVER
20499;4,026812248;5,166666667;13,10108192;27,03021812;0,986590288;0,04883647;0;-95,01;1,65;12,8;70;81,3;1,82;BAD_HANDOVER
20500;5,839328449;12,66666667;13,67719512;27,05416107;1,02479951;1,343118548;0;-104,02;0,54;13,24;70;57,3;2,21;BAD_HANDOVER
20501;23,63944593;50,5;10,94813415;27,07271767;1,345510891;9,137376904;0;-93,85;2;12,03;71,66;19,1;2,28;BAD_HANDOVER
20502;5,178238036;9;12,03887772;27,07365227;1,037219224;1,107899547;0;-93,18;1,64;11,58;70;55,4;1,77;BAD_HANDOVER
20503;6,937843539;20,5;10,93093102;27,08625221;1,102966063;2,971535325;0;-96,54;1,83;12,08;70;118,7;1,79;BAD_HANDOVER
20504;3,17709893;5,166666667;14,89573986;27,09441185;1,000079239;0,081458211;0;-93,42;2,34;12,12;70;82,9;1,64;BAD_HANDOVER
20505;4,731235531;7;9,7710483;27,09684944;0,99431652;0,351503491;0;-95,4;1,13;12,7;70,12;69,3;1,74;BAD_HANDOVER
20506;4,61247427;7,166666667;12,82086812;27,10263062;1,002887659;0,759655476;0;-100,61;-1,34;15;70;79,9;2,15;BAD_HANDOVER
20507;8,864924668;17,33333333;11,56423575;27,12981987;1,117861546;2,333997965;0;-102,64;2,31;11,22;74,66;80,3;1,73;BAD_HANDOVER
20508;5,138106564;6,166666667;11,45424608;27,13091278;1,035567307;0,616892457;0;-97,28;-2,25;15;70;106,7;2,11;BAD_HANDOVER
20509;5,273884282;8,166666667;12,20013106;27,13266754;1,058804719;1,381521344;0;-89,21;2,1;11,6;70;9,5;1,7;BAD_HANDOVER
20510;5,345728575;6,833333333;12,00529136;27,1380024;1,042869181;0,852789044;0;-96,76;1,92;11,95;70;5,1;1,81;BAD_HANDOVER
20511;10,21134716;18,5;12,09735829;27,13895798;1,195553751;3,411299109;0;-99,67;-0,69;14,1;70;52,5;1,76;BAD_HANDOVER
20512;5,510410949;21,16666667;11,84779018;27,15673637;0,999510908;2,533862352;0;-95,81;3,79;10,23;76,04;94,4;1,37;BAD_HANDOVER
20513;3,518226249;9,5;11,68606224;27,16319275;1,090242253;1,466469765;0;-87,47;2,58;10,58;74,76;86,6;1,53;BAD_HANDOVER
20514;4,708853476;6,333333333;10,52046998;27,16858292;0,978675472;0,410841584;0;-85,5;4,25;11,06;71,45;19,7;1,62;BAD_HANDOVER
20515;3,678928356;6,666666667;12,38124323;27,17292976;1,006579551;0,639275551;0;-99,15;-0,97;15;70;50,3;2,2;BAD_HANDOVER
20516;9,632961619;23,83333333;12,29292196;27,17432213;1,127950304;4,324492097;0;-98,43;0,54;12,25;70;29,2;1,8;BAD_HANDOVER
20517;5,399113421;7,833333333;11,94044106;27,1856823;1,092102144;0,910735369;0;-91,17;3,36;10,84;71,49;67,5;1,55;BAD_HANDOVER
20518;6,364373507;12,5;12,61911429;27,21081543;1,086094065;1,780839562;0;-99,3;-1,06;15;70;107,8;2,02;BAD_HANDOVER
20519;3,3955392;6,5;14,59768942;27,22116852;1,045420411;0,569205046;0;-90,31;2,49;10,1;73,93;14,3;1,58;BAD_HANDOVER
20520;6,543273203;10,33333333;11,75331403;27,22180557;1,11028042;1,464081764;0;-90,94;2;12,03;70,51;103,8;1,67;BAD_HANDOVER
20521;4,542322969;6,166666667;13,36808248;27,22732735;1,008001507;0,364728212;0;-95,68;-1,09;15;70;67,7;2,2;BAD_HANDOVER
20522;4,283686974;5,666666667;13,0894972;27,23541641;1,020705956;0,212844491;0;-97,25;0,8;13,85;70;97,9;1,84;BAD_HANDOVER
20523;4,043139333;5,333333333;13,65962021;27,25610352;0,996581027;0,13066268;0;-94,1;2,2;12,68;70;4;1,68;BAD_HANDOVER
20524;5,446527063;9;12,93036352;27,25802994;1,036728319;0,666444302;0;-88,45;5,15;9,79;77,67;67,4;1,31;BAD_HANDOVER
20525;3,936826087;5,166666667;13,38340548;27,267519;0,995445319;0,065358639;0;-97,94;-0,33;14,36;70;43,7;1,93;BAD_HANDOVER
20526;6,881582522;14,16666667;12,23641237;27,2933712;1,067468787;1,968972445;0;-95,43;-1,34;14,99;70;91,4;1,94;BAD_HANDOVER
20527;8,709705332;16,83333333;11,70610212;27,31098557;1,081684028;2,58666563;0;-92,59;1,65;12,54;70;53,2;1,79;BAD_HANDOVER
20528;4,517032031;13;12,84662885;27,32394218;1,096239994;1,987174392;0;-102,24;0,96;13,86;70;81,5;1,94;BAD_HANDOVER
20529;3,904331456;16;12,14722252;27,32427597;1,178134945;3,317394972;0;-95,79;2,23;12,56;70;96;1,72;BAD_HANDOVER
20530;3,242395403;6,5;11,38942607;27,33833122;0,9673283;0,258883834;0;-98,51;1,63;13,13;70;84,3;1,56;BAD_HANDOVER
20531;5,643564631;15,83333333;12,02504634;27,36926079;1,101152763;2,295996428;0;-90,77;0,93;14,26;70;1,4;1,87;BAD_HANDOVER
20532;4,426346841;5,666666667;13,35801357;27,38237;0,980885431;0,593479991;0;-90,96;3,04;12,75;70,63;102,7;1,81;BAD_HANDOVER
20533;7,228923586;13;12,3438321;27,38712883;1,118987792;2,361145973;0;-101,24;-0,59;15;70;12,1;2,26;BAD_HANDOVER
20534;6,361127014;9,5;11,95726104;27,38801003;1,104559476;1,522089005;0;-99,31;0,97;12,35;70;64,3;1,94;BAD_HANDOVER
20535;5,649177555;9,666666667;10,32617502;27,40387154;1,026482698;0,907251358;0;-93,38;1,78;13,06;70;92,9;2,01;BAD_HANDOVER
20536;4,708787097;5,833333333;12,71524537;27,42180443;1,010684012;0,365205288;0;-95,73;1,52;11,3;71,16;39,2;1,66;BAD_HANDOVER
20537;5,374326175;8,333333333;12,85788599;27,42367554;1,074852792;1,620776057;0;-100,9;-1,56;15;70;108,1;2,36;BAD_HANDOVER
20538;3,353902415;9,5;12,89568912;27,42467499;1,026950388;1,12716794;0;-96,23;1,87;12,26;70;43;1,7;BAD_HANDOVER
20539;4,200132337;5,833333333;12,82809636;27,4450779;1,003336169;0,19678998;0;-99,17;-1,13;15;70;76,1;1,89;BAD_HANDOVER
20540;3,272855647;6,5;13,60608267;27,45671082;0,980521631;0,445687532;0;-96,11;-0,04;12,39;70;33,8;1,86;BAD_HANDOVER
20541;5,409877613;6,666666667;11,81193548;27,45892143;1,036810913;0,731294036;0;-98,26;0,64;14,19;70;41,6;1,9;BAD_HANDOVER
20542;4,399000273;30,16666667;11,69031771;27,46507072;1,286881375;5,593670845;0;-93,96;1,17;12,21;70,64;24,1;1,75;BAD_HANDOVER
20543;5,834212528;8,666666667;13,3471734;27,46739578;1,022281419;0,727561474;0;-93,76;1,51;13,92;70;4,3;1,83;BAD_HANDOVER
20544;5,770971221;9;11,47722298;27,48132324;1,027291308;0,999470592;0;-97,02;0,41;13,47;70;83,1;1,82;BAD_HANDOVER
20545;12,40447721;31;10,66652171;27,50660324;1,079063856;4,532253265;0;-89,31;4,2;8,82;78,86;25,6;1,13;BAD_HANDOVER
20546;4,391246145;6,333333333;14,34327213;27,52767181;1,017535573;0,615051866;0;-95,58;-0,25;14,7;70;117;1,99;BAD_HANDOVER
20547;7,538159319;8,833333333;12,55054541;27,5293293;1,045385195;1,333418369;0;-93,16;2,22;11,97;71,91;34,9;1,56;BAD_HANDOVER
20548;8,027765972;19,33333333;10,38624362;27,53077316;1,049607171;0,995286107;0;-98;-0,52;13,29;70;23,3;2,02;BAD_HANDOVER
20549;5,054356326;6,333333333;11,5190467;27,53316689;1,028662942;0,597680449;0;-98,03;-0,31;13,04;70;28,5;1,94;BAD_HANDOVER
20550;6,630494325;11,83333333;12,60930079;27,54420662;1,148264295;2,087189317;0;-86,58;4,35;8,09;81,87;67,2;1,15;GOOD_CELL
20551;9,301752439;17,33333333;10,80289638;27,55060387;1,092871051;1,985283017;0;-97,33;0,43;13,71;70;88,7;1,83;BAD_HANDOVER
20552;6,649832552;8,5;10,73784838;27,56414223;1,034622655;1,106133103;0;-95,62;1,22;11,42;74,36;98,1;1,69;BAD_HANDOVER
20553;5,979877778;20,66666667;11,2086666;27,57230186;1,03858708;2,570940137;0;-81,94;3,59;8,85;76,96;101,8;1,34;BAD_HANDOVER
20554;5,256638646;13;12,77835093;27,57808304;1,062732714;1,551062703;0;-88,51;2,94;11,2;71,77;33,3;1,71;BAD_HANDOVER
20555;8,596417116;21,5;12,61983855;27,5909481;1,194632233;3,197275519;0;-93,72;3,48;9,83;75,8;57,2;1,36;BAD_HANDOVER
20556;7,232259752;16,16666667;11,83045108;27,60675812;1,125351826;2,471109629;0;-98,15;0,63;14,03;70;57;1,89;BAD_HANDOVER
20557;4,87109251;6,833333333;12,12699042;27,60915375;1,027056174;0,567338824;0;-96,84;0,09;14,69;70;78,6;2,01;BAD_HANDOVER
20558;9,077941191;32,83333333;12,65233011;27,62299156;1,090347722;5,013170242;0;-92,97;2,51;11,71;70;70,4;1,53;BAD_HANDOVER
20559;7,554182046;14,83333333;11,27709043;27,63760948;1,080601429;2,027342558;0;-89,04;4,69;8,16;81,55;77,8;1,28;GOOD_CELL
20560;4,758101121;5,833333333;11,43621101;27,64547539;1,030847722;0,488756895;0;-85,99;4,02;11,91;70;17,1;1,51;BAD_HANDOVER
20561;7,797062418;17,33333333;10,9939112;27,64561844;1,048877992;2,224810004;0;-93,96;1,91;12,72;70;90;1,77;BAD_HANDOVER
20562;4,34720454;5,666666667;12,82343414;27,67267799;1,005176293;0,210756302;0;-96,59;0,22;15;70;47,5;2,1;BAD_HANDOVER
20563;5,588719558;10,16666667;12,5539481;27,67578888;1,04178029;1,310809612;0;-92,68;3,4;10,28;74,96;34,7;1,3;BAD_HANDOVER
20564;5,098467346;7,833333333;10,80124989;27,67580605;1,005389165;0,706585884;0;-92,91;1,01;13,89;70;42,4;1,94;BAD_HANDOVER
20565;8,595402778;29,83333333;12,2089322;27,68472481;1,229088648;5,232786179;0;-93,79;3,47;11,78;72,59;84,5;1,61;BAD_HANDOVER
20566;5,033563889;6;11,28238557;27,71168137;0,847220327;0,164120674;0;-93,27;1,36;11,01;70,86;42,4;1,69;BAD_HANDOVER
20567;6,076469196;8,333333333;11,23061548;27,7196846;1,041878755;0,628591895;0;-94,42;2,29;10,74;71,21;49,6;1,7;BAD_HANDOVER
20568;18,71932218;27;9,41661411;27,76222038;1,191596108;4,504795551;0;-92,89;2,58;9,73;77,36;84,7;1,34;BAD_HANDOVER
20569;5,761717833;6,333333333;11,36012393;27,79307365;1,017229012;0,258409142;0;-99,92;0,23;14,64;70;19,6;1,88;BAD_HANDOVER
20570;3,679720817;17,83333333;11,65581031;27,79594803;1,241477287;3,279276609;0;-96,07;2,46;13,75;70;104,5;1,8;BAD_HANDOVER
20571;5,798357757;7;11,20926686;27,81560326;1,03275672;0,3759377;0;-93,12;1,03;12,79;70,35;108,5;1,71;BAD_HANDOVER
20572;4,232068375;26,16666667;12,44103448;27,83112144;1,02645263;3,360351086;0;-90,23;3,01;10,22;72,78;105,6;1,45;BAD_HANDOVER
20573;5,308329303;6,666666667;13,64823351;27,83656502;1,045517932;0,415480733;0;-86,11;3,26;11,43;70,67;109,4;1,66;BAD_HANDOVER
20574;6,393980068;16;12,09147913;27,84357071;1,13951777;2,703445315;0;-90,73;1,54;14,63;70;102,1;1,87;BAD_HANDOVER
20575;8,765924071;19,66666667;12,36437707;27,87708282;1,248875546;3,923451543;0;-94,11;0,63;14,62;70;34,4;1,88;BAD_HANDOVER
20576;9,051993546;35,66666667;12,2422379;27,87832642;1,135270552;6,026363492;0;-92,55;3,15;12,79;70;99,5;1,74;BAD_HANDOVER
20577;4,191022483;5,333333333;12,01568896;27,89732361;0,999952555;0,070090771;0;-101,49;-0,71;12,95;70,06;83,5;1,85;BAD_HANDOVER
20578;11,25631301;24;13,20542512;27,9166851;1,085540504;3,886204839;0;-93,55;1,76;11,56;72,45;39,7;1,79;BAD_HANDOVER
20579;5,328617859;9,166666667;13,45655619;27,91703224;1,091543375;1,460416198;0;-100,9;1,23;11,56;71,07;57,8;1,64;BAD_HANDOVER
20580;6,098531336;10,33333333;11,46254765;27,93603134;1,017461754;0,823920012;0;-97,88;0,7;12,98;70;111,9;1,83;BAD_HANDOVER
20581;7,847453752;15,66666667;11,63154992;27,9429245;1,114758622;2,50302887;0;-101,96;0,01;13,14;70;16,7;1,96;BAD_HANDOVER
20582;3,997036877;5,166666667;12,14448857;27,94460106;1,000061218;0,054419398;0;-95,63;1,94;12,75;70;31,9;1,73;BAD_HANDOVER
20583;7,15266408;12,5;10,76877984;27,94630814;1,035901468;1,527634144;0;-97,22;-1,01;13,97;70;63,9;2,13;BAD_HANDOVER
20584;4,934594919;8;12,06160049;27,97394753;0,998794167;0,538626194;0;-97,98;-1,12;15;70;54,6;2,1;BAD_HANDOVER
20585;6,749690406;17,33333333;11,86705549;27,98054886;1,058658944;1,942315698;0;-96,37;0,93;15;70;107,5;2,04;BAD_HANDOVER
20586;7,743544731;18,83333333;12,57816161;28,00121689;1,029443211;2,503640771;0;-96,91;2,37;10,97;72,11;67,9;1,58;BAD_HANDOVER
20587;5,004967517;6;11,87033314;28,01915932;0,930082989;0,505734563;0;-91,62;0,05;13,99;70;58,7;2,06;BAD_HANDOVER
20588;3,977666046;51,5;11,88051635;28,02583504;1,303279234;9,743817806;0;-92,58;4,22;10,41;74,69;44,1;2,08;BAD_HANDOVER
20589;6,951384134;10,83333333;11,99692651;28,05155373;1,053511327;1,432976723;0;-102,4;0;14,54;70;17,2;2,15;BAD_HANDOVER
20590;4,59804671;7,166666667;12,66392422;28,078722;1,001334624;0,356612086;0;-96,64;2,25;12,16;73,89;47;1,68;BAD_HANDOVER
20591;6,374083383;11,33333333;11,90347231;28,08179474;1,104720172;1,802715182;0;-93,08;2,13;12,15;70;106,8;1,72;BAD_HANDOVER
20592;5,134096748;6,333333333;13,23101804;28,08966255;1;0,206002712;0;-100,56;2,28;11,82;70,96;24,3;1,75;BAD_HANDOVER
20593;3,50680473;20,5;11,58037697;28,09078789;1,09249146;3,588616014;0;-94,84;1,14;12,98;70,7;83,4;1,92;BAD_HANDOVER
20594;3,293438969;7,666666667;12,37377539;28,10697937;1,07913196;1,204139948;0;-97,2;2,02;10,57;73,02;96,6;1,7;BAD_HANDOVER
20595;3,281999197;5,5;14,11431703;28,11347198;1,010085078;0,141649723;0;-89,88;1,47;13,58;70;56,1;1,68;BAD_HANDOVER
20596;4,706108015;5,666666667;14,39369918;28,12117195;1,027423623;0,300671577;0;-104,99;-0,67;14,59;70;9,6;2,28;BAD_HANDOVER
20597;6,234864773;10,5;11,02317365;28,13726234;1,043454203;0,714748025;0;-98,47;2,92;9,21;78,09;11,9;1,59;BAD_HANDOVER
20598;5,472277417;6,333333333;12,90669351;28,13727379;0,982078574;0,391897202;0;-94,85;0,31;14,55;70;48,1;1,93;BAD_HANDOVER
20599;7,174121325;9,166666667;12,27146817;28,14745712;1,069067387;0,960480809;0;-104,03;-2;15;70;78,3;2,05;BAD_HANDOVER
20600;9,495941274;25,66666667;13,10528958;28,16571426;1,058770194;4,030554533;0;-96,36;3,22;10,6;70,06;4,7;1,67;BAD_HANDOVER
20601;4,091789618;8,833333333;13,81196282;28,21092987;1,057254943;1,266729951;0;-101,34;-0,48;14,84;70;81,1;2,06;BAD_HANDOVER
20602;5,915553249;13,83333333;12,4801274;28,22191238;1,047386119;1,929178476;0;-95,85;1,88;12,96;70;66,9;1,64;BAD_HANDOVER
20603;4,260310263;5,666666667;13,30365791;28,22882843;0,953371692;0,139397502;0;-101,89;0,1;15;70;104,5;2,21;BAD_HANDOVER
20604;4,755633719;6,333333333;12,0024249;28,26158142;1,051702388;0,598278046;0;-99,82;-0,29;13,4;70;67,6;2;BAD_HANDOVER
20605;4,050196088;5,166666667;13,46799153;28,26582336;0,965351929;0,074635506;0;-90,32;2,16;12,69;70;70,1;1,78;BAD_HANDOVER
20606;4,545110785;8,833333333;14,85926489;28,28839111;1,079541853;1,585083842;0;-98,39;-0,36;15;70;53,6;1,97;BAD_HANDOVER
20607;6,902867967;9,333333333;11,49780454;28,29351425;1,067315514;1,23020649;0;-93,07;1,15;13,53;70;23,1;1,89;BAD_HANDOVER
20608;4,177803168;5,166666667;12,74344555;28,29779625;0,998539661;0,20298183;0;-99,74;-1,8;14,95;70;59,8;2,14;BAD_HANDOVER
20609;7,225700807;15,33333333;11,8178379;28,30728912;1,064939829;1,645692468;0;-102,51;-1,27;13,92;70;46,3;2,32;BAD_HANDOVER
20610;7,444570836;15,83333333;12,35159678;28,34038925;1,008000429;1,589416385;0;-92,11;-0,3;14,45;70;6,5;2,09;BAD_HANDOVER
20611;6,257943975;10,16666667;12,70386949;28,36376953;0,974957776;0,405976892;0;-95,01;1,11;12,31;70,67;49,4;1,56;BAD_HANDOVER
20612;6,245125556;9,5;12,99221795;28,36459351;1,113479403;1,813748479;0;-92,5;0,25;13,48;70;97,7;1,83;BAD_HANDOVER
20613;5,202803156;5,666666667;12,66643525;28,39586258;0,947799909;0,3389045;0;-101,71;0,91;12,21;70;74;1,83;BAD_HANDOVER
20614;7,331421332;15,5;12,13873079;28,41100311;1,070354097;1,145187259;0;-95,21;1,28;13,25;70;16,5;1,77;BAD_HANDOVER
20615;6,484028419;8,833333333;12,83986802;28,41194916;0,997010334;1,095619917;0;-97,35;0,29;14,99;70;5,9;1,94;BAD_HANDOVER
20616;6,870930043;18,5;12,47959517;28,41418076;1,1350278;3,030063987;0;-85,91;2,91;11,61;71,1;100,2;1,66;BAD_HANDOVER
20617;6,986528507;12;12,17740356;28,42176056;1,110830803;1,979712725;0;-102,04;-0,43;15;70;63;2,06;BAD_HANDOVER
20618;7,431142647;15,5;12,21500709;28,42572021;1,124133676;2,704171777;0;-101,12;1,16;11,88;71,64;83;1,78;BAD_HANDOVER
20619;5,069564703;9,333333333;9,690086148;28,47476578;1,004129897;0,838522434;0;-99,56;-0,61;15;70;115,5;2,14;BAD_HANDOVER
20620;6,645499532;12,16666667;12,59848199;28,48248863;1,081686025;1,973138571;0;-85,49;5,09;7,11;87,07;100,2;1,15;GOOD_CELL
20621;5,302517683;9,333333333;12,78080089;28,4877758;0,987034189;1,028667688;0;-97,74;-1,26;15;70;92,9;2,01;BAD_HANDOVER
20622;4,110568056;5,333333333;13,68332537;28,49699783;0,974608377;0,155556917;0;-98,54;0,18;13,3;70;1,3;1,9;BAD_HANDOVER
20623;5,963881025;11,33333333;12,84855811;28,50800896;1,056923531;1,509475946;0;-107,28;-0,27;13,65;70;3;2,36;BAD_HANDOVER
20624;4,511941318;35;13,72652504;28,52106476;1,021070139;5,65884161;0;-92,97;1,89;12,49;70,49;87,8;1,61;BAD_HANDOVER
20625;9,607891382;23,66666667;10,78731787;28,52165413;1,120892403;3,821665525;0;-96,93;-0,9;15;70;54,7;2,07;BAD_HANDOVER
20626;4,329880777;5,333333333;12,15055114;28,53754807;0,972353068;0,231039405;0;-93,55;2,31;11,94;73,53;77,1;1,57;BAD_HANDOVER
20627;7,115552465;11,5;11,46175251;28,55116272;1,025573049;1,116532326;0;-99,97;-0,39;13,12;70;88,9;1,96;BAD_HANDOVER
20628;3,438245174;11,33333333;13,02781082;28,55182266;1,050854317;1,666903973;0;-100,45;-1,69;14,41;70;18,1;2,26;BAD_HANDOVER
20629;7,450450138;20;11,3723724;28,56201363;1,05309125;2,572048068;0;-94,08;2,66;11,98;70;119,6;1,58;BAD_HANDOVER
20630;9,935169341;24,16666667;13,84386342;28,57587814;1,080973022;4,114140987;0;-100,43;-0,53;15;70;40,2;2;BAD_HANDOVER
20631;8,359703984;16,16666667;12,84807592;28,60484314;1,138710629;2,512869954;0;-90,41;1,93;11,55;70,89;17,2;1,72;BAD_HANDOVER
20632;7,529314557;10,16666667;12,91272657;28,60912514;1,025098695;1,710935593;0;-101,95;-1,27;15;70;77,3;2,35;BAD_HANDOVER
20633;8,369644569;16,66666667;12,33566035;28,64388847;1,13704918;2,883501172;0;-98,13;0,25;14,25;70;104,9;1,9;BAD_HANDOVER
20634;3,218125112;5,166666667;14,6745913;28,64669991;0,982489203;0,085455775;0;-89,39;2,4;12,36;70,22;50,6;1,55;BAD_HANDOVER
20635;12,59354164;28;11,49576766;28,65994072;1,43016879;6,276051641;0;-97,57;1,49;13,53;70;6,4;1,92;BAD_HANDOVER
20636;4,469563675;8,333333333;13,81211108;28,67116165;0,978987478;0,63489306;0;-86,71;3,47;9,76;72,26;42,4;1,43;BAD_HANDOVER
20637;4,281788832;6,166666667;13,30684832;28,67484474;1,021115624;0,337715149;0;-99,94;-0,16;12,65;70;49,6;1,97;BAD_HANDOVER
20638;5,161636413;10,5;14,84739616;28,68524933;1,031562233;1,064091563;0;-103,92;-2,42;15;70;97,6;2,28;BAD_HANDOVER
20639;11,8980586;32;12,37515133;28,69780159;1,093146133;3,970631957;0;-97,84;0,31;12,96;70;0,5;1,77;BAD_HANDOVER
20640;5,032053882;7;13,04051772;28,70164299;1,024708186;0,789662242;0;-97,73;1,48;13,52;70;112;1,84;BAD_HANDOVER
20641;6,840194318;13;12,9984553;28,71385765;1,10865962;0,837981343;0;-93,4;2,48;11,55;73,75;5,5;1,68;BAD_HANDOVER
20642;8,373700699;11;12,03407413;28,72032547;1,129661017;2,245405078;0;-102,77;-1,54;14,16;70;16,8;2,29;BAD_HANDOVER
20643;4,597243338;6,333333333;11,84300304;28,72090721;1,006865856;0,245524049;0;-90,99;1,5;14,2;70;2,3;1,9;BAD_HANDOVER
20644;5,988632661;12,16666667;12,43702973;28,72426414;1,059243743;1,856272101;0;-96,53;-0,47;13,97;70;79,9;1,86;BAD_HANDOVER
20645;4,236544695;16;14,40603837;28,72443199;1,171737878;3,26668787;0;-93,43;2,06;11,64;72,02;55,6;1,69;BAD_HANDOVER
20646;5,35219899;11,66666667;13,77024263;28,73304749;1,024689987;1,232345343;0;-88,46;2,75;9,81;76,31;46,6;1,43;BAD_HANDOVER
20647;3,668189264;9,166666667;12,82664599;28,74865723;1,107634734;2,020567417;0;-108,1;-3,36;15;70;2,5;2,64;BAD_HANDOVER
20648;5,448755521;9,166666667;11,47315983;28,77641296;1,047960503;1,031772971;0;-97,66;1,98;13,42;70;10,4;1,84;BAD_HANDOVER
20649;6,790468203;10;11,72068195;28,77728653;1,020999492;0,951218009;0;-89,53;2,82;11,56;70,86;11,9;1,75;BAD_HANDOVER
20650;4,956187819;9,333333333;11,81452627;28,78558731;1,063192178;1,051860571;0;-92,15;4;9,31;76,27;94,8;1,31;BAD_HANDOVER
20651;5,010148365;21,83333333;12,35395909;28,78948593;1,032782686;2,974722028;0;-93,75;3,52;10,98;74,87;110,1;1,67;BAD_HANDOVER
20652;8,13502972;15;10,76654372;28,80526924;1,074021956;2,191040277;0;-91,81;4,96;8,91;75,67;99,5;1,14;BAD_HANDOVER
20653;5,773144843;9,166666667;11,45340795;28,88613701;1,001780947;0,854200482;0;-96,2;0,46;12,79;70;28,8;1,78;BAD_HANDOVER
20654;6,678663276;20,5;12,10871354;28,89306831;1,237722055;4,037441254;0;-100,05;-0,22;13,87;70;9,1;1,98;BAD_HANDOVER
20655;3,506619908;6,333333333;11,82773063;28,9422226;1,01621257;0,483339429;0;-97,41;-0,87;15;70;23,2;2,15;BAD_HANDOVER
20656;12,96017145;51,5;11,22471335;28,943964;1,184895805;3,027571678;0;-90,39;3,24;11,18;70,29;100,9;2;BAD_HANDOVER
20657;5,252875969;6,166666667;11,99564356;28,95899582;0,961118488;0,240657926;0;-96,32;1,02;13,21;70;13,1;1,85;BAD_HANDOVER
20658;9,419299667;60,33333333;11,21154768;28,98068237;1,433907956;12,07685125;0;-94,24;1,27;11,57;72,82;83,1;2,51;BAD_HANDOVER
20659;16,6006671;52,83333333;10,81118359;28,98814964;1,16437465;9,073400378;0;-96,38;0,91;12,66;70;83,9;2,33;BAD_HANDOVER
20660;4,613482376;8;11,2461516;28,99944305;1,040585664;0,851072669;0;-94,01;2,47;11,66;72,54;86,8;1,87;BAD_HANDOVER
20661;11,4201034;26,83333333;11,68401801;29,00588036;1,219269278;5,268891692;0;-98,3;0,89;13,49;70;56,2;1,79;BAD_HANDOVER
20662;4,807730771;5,333333333;12,23744831;29,00829124;0,931655198;0,110330939;0;-94,23;0,66;14,15;70;43,9;1,84;BAD_HANDOVER
20663;4,739181149;5,333333333;11,58515941;29,01018143;0,948415392;0,125065446;0;-96,84;2,76;12,48;70;48,9;1,77;BAD_HANDOVER
20664;4,647355556;6;10,98568908;29,02728271;1,004889908;0,253153682;0;-94,68;1,85;11,36;72,94;10,6;1,56;BAD_HANDOVER
20665;6,928187444;8,166666667;11,53937793;29,03927994;1,012202275;0,848267674;0;-96,42;1,19;13,78;70;2,6;1,96;BAD_HANDOVER
20666;4,996783891;15,5;13,81791212;29,04771614;1,160578435;3,632824063;0;-90,74;2,02;11,24;71,54;36,9;1,58;BAD_HANDOVER
20667;8,514130123;14,5;11,75820728;29,06575012;1,051876062;1,922510862;0;-87,77;4,19;10,29;71,9;17,7;1,42;BAD_HANDOVER
20668;3,348180281;6;12,1103695;29,06579208;1,000811306;0,346214056;0;-97,69;0,39;14,31;70;4,6;1,99;BAD_HANDOVER
20669;6,942629431;15,33333333;11,86053497;29,09217072;1,083104975;2,448163867;0;-92,44;2,58;12,34;70,12;10,5;1,82;BAD_HANDOVER
20670;11,72188434;31,83333333;12,24683224;29,09683609;1,141196314;5,381307125;0;-95,19;2,54;13,8;70;35,4;1,96;BAD_HANDOVER
20671;5,62355101;6,166666667;12,0366067;29,12384415;1,00388107;0,381407619;0;-92,59;2,63;11,04;71,3;60;1,58;BAD_HANDOVER
20672;5,621700948;7,833333333;11,96318154;29,1319561;1,000765172;0,908411503;0;-91,11;1,85;11,82;70;15,9;1,59;BAD_HANDOVER
20673;4,638304847;5,666666667;11,92783931;29,1426506;1,008329138;0,382721424;0;-86,88;4,71;8,99;77,82;92,8;1,23;BAD_HANDOVER
20674;5,44070235;8,333333333;12,62125064;29,19216347;1,004486711;0,866357684;0;-94,3;1,45;10,61;73,46;101,2;1,45;BAD_HANDOVER
20675;4,824987222;7;11,41221904;29,20580292;1,044138561;0,708053589;0;-101,6;-1,89;15;70;27,6;2,29;BAD_HANDOVER
20676;5,041282046;12,5;12,68983476;29,20837021;1,053182614;2,12291646;0;-94,14;1,45;13,77;70;107,1;1,84;BAD_HANDOVER
